,ext_ID,objID,specObjID,z,u_mag,g_mag,r_mag,i_mag,z_mag,w1mpro,w2mpro,w3mpro,w4mpro,o3_hB,n2_hA,s2_hA,o1_hA,o3_o2,ne3_o2,is_AGN,which_AGN,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,w1-w2,w1-w3,w1-w4,w2-w3,w2-w4,w3-w4
263,N_27_35,1237679254135177333,7.170942372892924e+18,0.2153743,19.55265,19.25081,18.65599,18.19127,18.21221,13.803,12.964,10.642,8.157,,,,,,,1,8,0.30183999999999855,0.8966600000000007,1.3613800000000005,1.340440000000001,0.5948200000000021,1.059540000000002,1.0386000000000024,0.4647199999999998,0.4437800000000003,-0.020939999999999515,0.8390000000000004,3.1610000000000014,5.646000000000001,2.322000000000001,4.807,2.4849999999999994
264,N_27_23,1237679322861601303,7.170942922648738e+18,1.214701,23.65053,21.93861,21.56127,21.53719,21.18521,17.423,16.226,13.045,9.461,,,,,,,1,8,1.7119199999999992,2.0892599999999995,2.113340000000001,2.4653199999999984,0.37734000000000023,0.40142000000000166,0.7533999999999992,0.024080000000001434,0.37605999999999895,0.3519799999999975,1.1969999999999992,4.377999999999998,7.961999999999998,3.180999999999999,6.764999999999999,3.5839999999999996
265,N_27_64,1237679254135111878,7.170944022160366e+18,1.281186,20.08868,20.10004,19.794,19.90942,20.03794,16.263,15.004,12.421,9.393,,,,,,,1,8,-0.011359999999999815,0.2946799999999996,0.1792599999999993,0.05074000000000112,0.3060399999999994,0.19061999999999912,0.06210000000000093,-0.1154200000000003,-0.2439399999999985,-0.1285199999999982,1.2590000000000021,3.8420000000000023,6.870000000000001,2.583,5.610999999999999,3.0279999999999987
266,N_18_9,1237679323398471792,7.170944297038273e+18,1.431322,20.19298,19.88792,19.69619,19.58959,19.65587,16.195,14.889,11.466,8.987,,,,,,,1,8,0.30505999999999744,0.4967899999999972,0.6033899999999974,0.5371099999999984,0.19172999999999973,0.29833,0.23205000000000098,0.10660000000000025,0.040320000000001244,-0.066279999999999,1.306000000000001,4.729000000000001,7.208,3.423,5.901999999999999,2.478999999999999
267,N_56_23,1237679321787793589,7.170945121671993e+18,0.1492843,20.58595,19.36939,18.50331,18.02176,17.77177,15.207,14.896,12.632,9.28,-0.05401058098169705,-0.14186451788823995,-0.2739810585526658,-0.8755818257510251,0.6995322229716651,-0.26387720737415227,1,8,1.2165600000000012,2.0826400000000014,2.56419,2.8141800000000003,0.8660800000000002,1.3476299999999988,1.5976199999999992,0.4815499999999986,0.731539999999999,0.24999000000000038,0.31099999999999994,2.575000000000001,5.927000000000001,2.264000000000001,5.616000000000001,3.3520000000000003
268,N_56_39,1237679253061304652,7.170947045817342e+18,0.5677426,21.57612,20.76721,20.1682,19.70338,19.49016,15.595,14.82,12.351,9.022,,,,,,,1,8,0.8089100000000009,1.4079200000000007,1.8727400000000003,2.08596,0.5990099999999998,1.0638299999999994,1.2770499999999991,0.46481999999999957,0.6780399999999993,0.21321999999999974,0.7750000000000004,3.2439999999999998,6.573,2.4689999999999994,5.798,3.3290000000000006
269,N_36_7,1237679253061304680,7.170947320695249e+18,1.759129,20.87965,20.71468,20.82371,20.56178,20.71817,,,,,,,,,,,1,8,0.16497000000000028,0.05594000000000321,0.31787000000000276,0.16148000000000096,-0.10902999999999707,0.15290000000000248,-0.003489999999999327,0.26192999999999955,0.10553999999999775,-0.1563900000000018,,,,,,
270,N_36_10,1237679253061304674,7.17094814532897e+18,1.228582,20.63375,20.57758,20.18037,20.25604,20.28513,16.306,14.911,12.658,8.969,,,,,,,1,8,0.056169999999998055,0.45337999999999923,0.37771000000000043,0.3486200000000004,0.3972100000000012,0.3215400000000024,0.2924500000000023,-0.0756699999999988,-0.10475999999999885,-0.02909000000000006,1.3950000000000014,3.6480000000000015,7.3370000000000015,2.253,5.942,3.689
271,N_54_26,1237679322324664398,7.170948969962691e+18,1.754692,19.72887,19.41581,19.53267,19.37578,19.4528,15.698,14.526,12.467,9.001,,,,,,,1,8,0.3130600000000001,0.19620000000000104,0.3530900000000017,0.2760700000000007,-0.11685999999999908,0.040030000000001564,-0.03698999999999941,0.15689000000000064,0.07986999999999966,-0.07702000000000098,1.1720000000000006,3.231,6.697000000000001,2.0589999999999993,5.525,3.466000000000001
272,N_36_24,1237679253061304581,7.170949244840598e+18,0.2756799,20.10348,19.87756,19.02468,18.78703,18.357,15.31,14.47,11.189,8.663,,,,,,,1,8,0.22592000000000212,1.078800000000001,1.3164499999999997,1.7464800000000018,0.852879999999999,1.0905299999999976,1.5205599999999997,0.23764999999999858,0.6676800000000007,0.43003000000000213,0.8399999999999999,4.121,6.647,3.2810000000000006,5.807,2.526
273,N_36_13,1237679253061370221,7.170950069474318e+18,0.8161501,22.68653,21.51166,21.21398,20.67222,20.30946,15.937,15.539,12.265,9.082,,,,,,,1,8,1.174870000000002,1.4725500000000018,2.014310000000002,2.37707,0.2976799999999997,0.8394399999999997,1.2021999999999977,0.54176,0.904519999999998,0.362759999999998,0.3979999999999997,3.671999999999999,6.854999999999999,3.273999999999999,6.456999999999999,3.183
274,N_27_36,1237679254135046881,7.170953642887109e+18,0.3167154,22.00786,20.96247,19.49788,18.90863,18.51513,15.925,15.616,12.518,9.121,0.003747026132844423,-0.24553399242474513,0.004807139996239783,-inf,-0.14619178421103027,-0.7264827900613972,1,8,1.0453900000000012,2.5099800000000023,3.099230000000002,3.4927300000000017,1.4645900000000012,2.053840000000001,2.4473400000000005,0.5892499999999998,0.9827499999999993,0.3934999999999995,0.30900000000000105,3.407,6.804,3.097999999999999,6.494999999999999,3.3970000000000002
275,N_19_25,1237679254134980898,7.170954467520829e+18,0.9076683,20.98361,20.61631,20.48336,20.46888,21.16763,,,,,,,,,,,1,8,0.3673000000000002,0.5002499999999976,0.5147300000000001,-0.1840200000000003,0.13294999999999746,0.14742999999999995,-0.5513200000000005,0.014480000000002491,-0.6842699999999979,-0.6987500000000004,,,,,,
276,N_18_5,1237679323398406377,7.170955017276643e+18,1.702836,21.03521,21.29416,21.21485,21.00723,22.18209,17.565,16.244,13.013,9.431,,,,,,,1,8,-0.25895000000000223,-0.17963999999999913,0.02797999999999945,-1.1468799999999995,0.0793100000000031,0.2869300000000017,-0.8879299999999972,0.20761999999999858,-0.9672400000000003,-1.174859999999999,1.3210000000000015,4.552000000000001,8.134000000000002,3.231,6.813000000000001,3.5820000000000007
277,N_56_3,1237679440425320658,7.170956116788271e+18,1.368416,19.83726,20.01222,19.39585,19.44489,19.43847,15.472,14.206,11.062,8.864,,,,,,,1,8,-0.17495999999999867,0.4414100000000012,0.39236999999999966,0.39879000000000175,0.6163699999999999,0.5673299999999983,0.5737500000000004,-0.04904000000000153,-0.042619999999999436,0.006420000000002091,1.266,4.41,6.607999999999999,3.144,5.341999999999999,2.1979999999999986
278,N_56_31,1237679321787793733,7.170956666544085e+18,0.6597506,24.46009,22.25104,22.04499,21.39308,20.66149,,,,,,,,,,,1,8,2.2090500000000013,2.4151000000000025,3.06701,3.7986000000000004,0.20605000000000118,0.8579599999999985,1.5895499999999991,0.6519099999999973,1.383499999999998,0.7315900000000006,,,,,,
279,N_56_38,1237679253061239370,7.170957216299899e+18,0.621734,22.21165,21.17633,20.83267,20.35313,19.97124,16.195,15.333,12.322,9.504,,,,,,,1,8,1.0353199999999987,1.3789799999999985,1.8585199999999986,2.240409999999997,0.34365999999999985,0.8231999999999999,1.2050899999999984,0.4795400000000001,0.8614299999999986,0.3818899999999985,0.8620000000000001,3.873000000000001,6.691000000000001,3.011000000000001,5.829000000000001,2.8179999999999996
280,N_54_8,1237679253061239134,7.170959140445247e+18,1.004637,20.50075,20.11239,19.90455,19.98891,19.58907,15.456,14.604,11.923,8.808,,,,,,,1,8,0.3883599999999987,0.5961999999999996,0.5118399999999994,0.9116800000000005,0.2078400000000009,0.1234800000000007,0.5233200000000018,-0.08436000000000021,0.31548000000000087,0.3998400000000011,0.8520000000000003,3.5329999999999995,6.648,2.680999999999999,5.795999999999999,3.115
281,N_54_30,1237679322324598954,7.170959415323154e+18,1.410657,18.96282,18.86135,18.64658,18.63269,18.66681,15.205,13.702,10.983,9.105,,,,,,,1,8,0.10146999999999906,0.3162400000000005,0.3301300000000005,0.296009999999999,0.21477000000000146,0.22866000000000142,0.19453999999999994,0.013889999999999958,-0.020230000000001525,-0.03412000000000148,1.5030000000000001,4.2219999999999995,6.1,2.7189999999999994,4.5969999999999995,1.8780000000000001
282,N_54_17,1237679322324599055,7.170959965078968e+18,0.9957653,20.1248,20.02745,19.81415,19.95724,20.11919,16.381,15.008,12.342,8.802,,,,,,,1,8,0.09734999999999872,0.310649999999999,0.1675600000000017,0.005610000000000781,0.21330000000000027,0.07021000000000299,-0.09173999999999793,-0.14308999999999727,-0.3050399999999982,-0.16195000000000093,1.373000000000001,4.039,7.579000000000001,2.6659999999999986,6.2059999999999995,3.540000000000001
283,N_20_14,1237679253598110140,7.170960239956875e+18,0.852195,22.42405,21.96068,21.76861,21.32892,20.82272,16.388,16.021,12.624,9.139,,,,,,,1,8,0.46337000000000117,0.6554400000000022,1.095130000000001,1.6013300000000008,0.19207000000000107,0.6317599999999999,1.1379599999999996,0.4396899999999988,0.9458899999999986,0.5061999999999998,0.3670000000000009,3.764000000000001,7.249000000000002,3.3970000000000002,6.8820000000000014,3.485000000000001
284,N_54_33,1237679322324599069,7.170960514834782e+18,1.772905,20.30859,20.12367,20.11241,19.93519,19.79511,16.918,15.415,12.552,9.377,,,,,,,1,8,0.1849199999999982,0.19617999999999824,0.3734000000000002,0.5134799999999977,0.011260000000000048,0.18848000000000198,0.3285599999999995,0.17722000000000193,0.31729999999999947,0.14007999999999754,1.5030000000000001,4.366,7.540999999999999,2.8629999999999995,6.0379999999999985,3.174999999999999
285,N_54_6,1237679253061239157,7.170960789712689e+18,1.109271,20.22636,20.22573,19.9003,19.85814,19.80809,16.048,14.781,11.796,8.601,,,,,,,1,8,0.0006300000000010186,0.32605999999999824,0.3682200000000009,0.4182699999999997,0.3254299999999972,0.36758999999999986,0.4176399999999987,0.04216000000000264,0.09221000000000146,0.05004999999999882,1.2669999999999977,4.251999999999999,7.446999999999997,2.985000000000001,6.18,3.1949999999999985
286,N_21_17,1237679322861404380,7.170961339468503e+18,1.219635,21.08904,20.67913,20.27081,20.19957,19.9955,16.109,15.107,12.792,9.291,,,,,,,1,8,0.40991,0.8182299999999998,0.8894699999999993,1.0935400000000008,0.4083199999999998,0.4795599999999993,0.6836300000000008,0.07123999999999953,0.27531000000000105,0.20407000000000153,1.0020000000000024,3.317000000000002,6.818000000000001,2.3149999999999995,5.815999999999999,3.5009999999999994
287,N_20_28,1237679253597978889,7.17096161434641e+18,0.9279141,21.38899,21.31895,20.99635,20.66596,20.24604,15.373,14.824,11.985,8.717,,,,,,,1,8,0.07003999999999877,0.3926400000000001,0.7230300000000014,1.142949999999999,0.32260000000000133,0.6529900000000026,1.0729100000000003,0.3303900000000013,0.7503099999999989,0.41991999999999763,0.5489999999999995,3.388,6.655999999999999,2.8390000000000004,6.106999999999999,3.267999999999999
288,N_20_22,1237679253598044582,7.170961889224317e+18,0.4816077,22.26577,21.38107,20.65167,20.03656,19.59888,15.919,15.705,12.396,9.27,,,,,,,1,8,0.8846999999999987,1.6141000000000005,2.2292099999999984,2.6668899999999987,0.7294000000000018,1.3445099999999996,1.78219,0.6151099999999978,1.0527899999999981,0.4376800000000003,0.2140000000000004,3.5229999999999997,6.649000000000001,3.3089999999999993,6.4350000000000005,3.1260000000000012
289,N_20_43,1237679322861404366,7.170962438980131e+18,0.7600048,20.3386,20.20395,19.99152,20.06682,19.81271,15.237,13.872,10.713,8.417,,,,,,,1,8,0.1346500000000006,0.3470799999999983,0.2717799999999997,0.5258900000000004,0.21242999999999768,0.13712999999999909,0.3912399999999998,-0.07529999999999859,0.17881000000000213,0.2541100000000007,1.3650000000000002,4.524000000000001,6.82,3.1590000000000007,5.455,2.2959999999999994
290,N_20_32,1237679253598044260,7.170963263613852e+18,1.544572,18.668,18.42904,18.41333,18.1999,18.34433,14.984,13.42,10.422,8.333,,,,,,,1,8,0.23895999999999873,0.25467000000000084,0.46809999999999974,0.3236699999999999,0.01571000000000211,0.229140000000001,0.08471000000000117,0.2134299999999989,0.06899999999999906,-0.14442999999999984,1.564,4.561999999999999,6.651,2.9979999999999993,5.087,2.0890000000000004
291,N_20_46,1237679322861469980,7.170963538491759e+18,1.050228,20.47923,20.18395,19.87621,19.85667,19.68863,15.731,14.645,11.864,8.931,,,,,,,1,8,0.29528000000000176,0.6030200000000008,0.62256,0.7906000000000013,0.307739999999999,0.32727999999999824,0.49531999999999954,0.019539999999999225,0.18758000000000052,0.1680400000000013,1.0860000000000003,3.866999999999999,6.800000000000001,2.780999999999999,5.714,2.9330000000000016
292,N_21_12,1237679322861404387,7.170964363125479e+18,1.282162,21.7363,21.79272,21.01738,20.85677,20.85013,16.95,15.808,12.533,8.995,,,,,,,1,8,-0.05641999999999925,0.7189200000000007,0.879529999999999,0.8861699999999999,0.7753399999999999,0.9359499999999983,0.9425899999999992,0.16060999999999837,0.16724999999999923,0.006640000000000867,1.1419999999999995,4.417,7.955,3.2750000000000004,6.813000000000001,3.5380000000000003
293,N_20_27,1237679253598044169,7.170964638003386e+18,1.802362,20.34426,21.54316,20.38477,20.12982,20.85431,16.84,15.23,11.967,9.383,,,,,,,1,8,-1.1989000000000019,-0.040510000000001156,0.21443999999999974,-0.5100500000000032,1.1583900000000007,1.4133400000000016,0.6888499999999986,0.2549500000000009,-0.46954000000000207,-0.724490000000003,1.6099999999999994,4.872999999999999,7.457000000000001,3.263,5.847000000000001,2.5840000000000014
294,N_21_21,1237679254134915501,7.170964912881293e+18,0.3199869,23.38239,21.22498,19.72037,19.17118,18.7886,16.093,15.743,12.896,9.478,-0.1939774832670631,-inf,0.22707304436662923,-inf,-0.17985737918740738,-inf,1,8,2.1574100000000023,3.662020000000002,4.211210000000001,4.593790000000002,1.5046099999999996,2.053799999999999,2.4363799999999998,0.5491899999999994,0.9317700000000002,0.3825800000000008,0.34999999999999964,3.196999999999999,6.615,2.8469999999999995,6.265000000000001,3.418000000000001
295,N_21_43,1237679254134849861,7.170965737515014e+18,1.619055,21.14238,21.01543,20.87408,20.77274,20.4064,17.316,15.629,12.46,9.21,,,,,,,1,8,0.12695000000000078,0.2683,0.3696400000000004,0.7359799999999979,0.1413499999999992,0.24268999999999963,0.6090299999999971,0.10134000000000043,0.4676799999999979,0.36633999999999745,1.6869999999999994,4.855999999999998,8.105999999999998,3.1689999999999987,6.418999999999999,3.25
296,N_55_19,1237679321787662348,7.170968211416177e+18,2.036926,17.93344,17.84559,17.7069,17.58649,17.4883,,,,,,,,,,,1,8,0.08784999999999954,0.22653999999999996,0.34694999999999965,0.4451400000000021,0.13869000000000042,0.2591000000000001,0.35729000000000255,0.12040999999999968,0.21860000000000213,0.09819000000000244,,,,,,
297,N_77_33,1237679322324467990,7.170970135561525e+18,0.9666153,20.20109,20.19001,19.92633,19.94675,19.77771,15.745,14.558,11.837,9.131,,,,,,,1,8,0.011079999999999757,0.27476000000000056,0.2543399999999991,0.42338000000000164,0.2636800000000008,0.24325999999999937,0.4123000000000019,-0.020420000000001437,0.14862000000000108,0.16904000000000252,1.1869999999999994,3.9079999999999995,6.613999999999999,2.721,5.427,2.7059999999999995
298,N_37_25,1237679322324467873,7.170970685317339e+18,1.786617,19.5743,19.4186,19.32,19.04151,18.99514,15.989,14.606,11.357,8.548,,,,,,,1,8,0.1556999999999995,0.25430000000000064,0.5327900000000021,0.5791600000000017,0.09860000000000113,0.3770900000000026,0.42346000000000217,0.27849000000000146,0.32486000000000104,0.04636999999999958,1.383000000000001,4.6320000000000014,7.441000000000001,3.2490000000000006,6.058,2.8089999999999993
299,N_37_38,1237679322324467771,7.170971235073153e+18,1.651291,20.36029,21.77264,20.75228,20.45428,19.61417,16.677,15.655,12.814,9.464,,,,,,,1,8,-1.41235,-0.39198999999999984,-0.09399000000000157,0.7461199999999977,1.0203600000000002,1.3183599999999984,2.1584699999999977,0.29799999999999827,1.1381099999999975,0.8401099999999992,1.0220000000000002,3.8629999999999995,7.212999999999999,2.8409999999999993,6.190999999999999,3.3499999999999996
300,N_77_47,1237679322324467929,7.17097150995106e+18,0.2524791,19.40817,19.25797,18.87176,18.60754,18.40014,15.114,14.262,11.328,8.813,,,,,,,1,8,0.1501999999999981,0.53641,0.8006299999999982,1.008029999999998,0.38621000000000194,0.6504300000000001,0.8578299999999999,0.2642199999999981,0.47161999999999793,0.2073999999999998,0.8520000000000003,3.7860000000000014,6.301,2.934000000000001,5.449,2.514999999999999
301,N_20_10,1237679253597979187,7.170971784828967e+18,0.5168117,23.78132,22.64143,21.37057,20.61792,20.40482,17.187,16.493,12.531,9.039,0.12401173883407086,-0.5720490705023586,0.34142938374815346,-inf,0.4100871365988995,0.13078086482330228,1,8,1.1398900000000012,2.41075,3.1633999999999993,3.3765,1.270859999999999,2.023509999999998,2.236609999999999,0.7526499999999992,0.9657499999999999,0.21310000000000073,0.6940000000000026,4.656000000000001,8.148000000000001,3.961999999999998,7.453999999999999,3.492000000000001
302,N_21_8,1237679322861338827,7.170973434096409e+18,1.627802,20.20437,20.04518,20.00372,19.83211,19.86753,17.585,15.914,12.62,9.394,,,,,,,1,8,0.15919000000000239,0.20064999999999955,0.3722600000000007,0.33684000000000225,0.041459999999997166,0.21306999999999832,0.17764999999999986,0.17161000000000115,0.1361900000000027,-0.03541999999999845,1.6710000000000012,4.965000000000002,8.191,3.2940000000000005,6.52,3.225999999999999
303,N_37_67,1237679253597978856,7.170973708974316e+18,1.203987,20.46604,20.55315,20.38278,20.19335,20.11879,16.228,14.805,11.899,8.912,,,,,,,1,8,-0.08710999999999913,0.08325999999999922,0.27269000000000077,0.34724999999999895,0.17036999999999836,0.3597999999999999,0.4343599999999981,0.18943000000000154,0.2639899999999997,0.07455999999999818,1.4230000000000018,4.329000000000002,7.316000000000001,2.9060000000000006,5.892999999999999,2.9869999999999983
304,N_37_65,1237679253597978839,7.170974258730129e+18,1.923833,21.71004,21.4871,21.17993,20.59158,20.40613,17.039,16.275,12.174,9.276,,,,,,,1,8,0.2229399999999977,0.5301100000000005,1.118459999999999,1.3039099999999983,0.30717000000000283,0.8955200000000012,1.0809700000000007,0.5883499999999984,0.7737999999999978,0.18544999999999945,0.7640000000000029,4.865000000000002,7.763000000000002,4.100999999999999,6.998999999999999,2.8979999999999997
305,N_39_17,1237679322861273281,7.170974808485943e+18,1.03293,20.89876,20.97135,20.65903,20.71348,20.66382,16.747,15.642,12.861,8.844,,,,,,,1,8,-0.07259000000000171,0.239729999999998,0.18527999999999878,0.23493999999999815,0.3123199999999997,0.2578700000000005,0.30752999999999986,-0.05444999999999922,-0.00478999999999985,0.04965999999999937,1.1050000000000004,3.8859999999999992,7.9030000000000005,2.780999999999999,6.798,4.017000000000001
306,N_21_26,1237679254134784313,7.170975633119664e+18,2.486491,21.23157,20.49807,20.57373,20.46565,20.31599,,,,,,,,,,,1,8,0.7335000000000029,0.6578400000000002,0.7659200000000013,0.9155800000000021,-0.07566000000000273,0.03241999999999834,0.18207999999999913,0.10808000000000106,0.25774000000000186,0.1496600000000008,,,,,,
307,N_21_29,1237679254134849783,7.170977007509199e+18,0.06928159,18.52393,16.8269,16.14292,15.77832,15.49252,12.892,12.533,9.636,7.598,0.40158772072119053,0.07653800838889528,-0.4205223113365838,-1.0470093694807174,-0.34103539363326263,-1.0215509097485185,1,8,1.6970300000000016,2.38101,2.745609999999999,3.0314099999999993,0.6839799999999983,1.0485799999999976,1.3343799999999977,0.36459999999999937,0.6503999999999994,0.28580000000000005,0.359,3.2560000000000002,5.294,2.8970000000000002,4.935,2.0379999999999994
308,N_77_6,1237679253061042501,7.17097865677664e+18,0.470821,19.84529,19.5089,19.28761,18.73175,18.43342,15.048,14.54,11.66,8.843,,,,,,,1,8,0.33638999999999797,0.5576799999999977,1.1135399999999969,1.4118699999999968,0.22128999999999976,0.7771499999999989,1.0754799999999989,0.5558599999999991,0.8541899999999991,0.29833,0.5080000000000009,3.388,6.205,2.879999999999999,5.696999999999999,2.817
309,N_42_56,1237679322324336936,7.170978931654547e+18,1.656554,21.31142,21.01079,20.8559,20.61138,20.79207,17.666,16.186,13.028,9.055,,,,,,,1,8,0.3006299999999982,0.4555199999999999,0.7000399999999978,0.5193499999999993,0.15489000000000175,0.3994099999999996,0.21872000000000114,0.24451999999999785,0.06382999999999939,-0.18068999999999846,1.4800000000000004,4.638,8.611,3.1579999999999995,7.131,3.9730000000000008
310,N_77_5,1237679253061042366,7.170979756288268e+18,0.6453476,19.31903,18.89959,18.9606,18.53491,18.54529,13.938,12.923,9.933,7.672,,,,,,,1,8,0.4194400000000016,0.358430000000002,0.7841200000000015,0.7737400000000001,-0.061009999999999565,0.3646799999999999,0.3542999999999985,0.42568999999999946,0.41530999999999807,-0.010380000000001388,1.0150000000000006,4.005000000000001,6.266000000000001,2.99,5.251,2.261
311,N_37_36,1237679322324402516,7.170980580921989e+18,2.292085,21.59738,21.25069,20.98847,20.8543,20.20193,16.837,16.316,12.366,9.321,,,,,,,1,8,0.3466900000000024,0.6089100000000016,0.7430800000000026,1.3954500000000003,0.26221999999999923,0.39639000000000024,1.048759999999998,0.134170000000001,0.7865399999999987,0.6523699999999977,0.5210000000000008,4.471,7.516,3.9499999999999993,6.994999999999999,3.045
312,N_37_57,1237679253597847773,7.170983054823152e+18,1.843264,20.3855,20.47912,20.66724,20.19954,20.2259,17.41,16.506,12.449,9.395,,,,,,,1,8,-0.09362000000000137,-0.2817399999999992,0.18596000000000146,0.15960000000000107,-0.18811999999999784,0.2795800000000028,0.25322000000000244,0.46770000000000067,0.4413400000000003,-0.026360000000000383,0.9039999999999999,4.961,8.015,4.057,7.111000000000001,3.0540000000000003
313,N_39_36,1237679254134718584,7.170986353358035e+18,1.740943,21.41875,20.75853,20.5242,20.06199,19.89734,16.115,14.798,12.482,8.938,,,,,,,1,8,0.6602199999999989,0.8945499999999988,1.3567599999999977,1.5214099999999995,0.23432999999999993,0.6965399999999988,0.8611900000000006,0.4622099999999989,0.6268600000000006,0.16465000000000174,1.3169999999999984,3.632999999999999,7.176999999999998,2.3160000000000007,5.859999999999999,3.5439999999999987
314,N_39_1,1237679253597782223,7.170986628235942e+18,1.072307,19.80345,19.90789,19.84227,20.18945,20.05368,15.754,14.67,12.401,8.832,,,,,,,1,8,-0.10443999999999676,-0.038819999999997634,-0.38599999999999923,-0.2502299999999984,0.06561999999999912,-0.2815600000000025,-0.14579000000000164,-0.3471800000000016,-0.21141000000000076,0.13577000000000083,1.0839999999999996,3.3529999999999998,6.921999999999999,2.269,5.837999999999999,3.568999999999999
315,N_39_34,1237679254134718620,7.170987452869663e+18,0.2030679,20.18554,18.69535,17.67451,17.19268,16.88368,14.37,13.962,11.467,9.0,-0.11707057019053504,-0.1941398431791408,-0.3745673766107831,-1.804319540898309,-0.05990648314603414,1.4870247867016602,1,8,1.4901899999999983,2.511029999999998,2.9928600000000003,3.3018600000000013,1.0208399999999997,1.502670000000002,1.811670000000003,0.4818300000000022,0.7908300000000033,0.30900000000000105,0.4079999999999995,2.9029999999999987,5.369999999999999,2.494999999999999,4.962,2.4670000000000005
316,N_39_19,1237679322861207784,7.17098772774757e+18,1.842008,20.08558,19.79297,19.70825,19.44966,19.53837,16.265,15.012,12.646,9.427,,,,,,,1,8,0.2926099999999998,0.3773300000000006,0.6359199999999987,0.5472099999999998,0.0847200000000008,0.3433099999999989,0.25459999999999994,0.2585899999999981,0.16987999999999914,-0.08870999999999896,1.2530000000000001,3.6189999999999998,6.838000000000001,2.3659999999999997,5.585000000000001,3.219000000000001
317,N_38_102,1237679253597782318,7.170989102137104e+18,1.444931,20.30829,20.2349,20.01025,20.03902,19.8806,16.065,14.984,11.666,9.152,,,,,,,1,8,0.07338999999999984,0.2980400000000003,0.2692699999999988,0.42768999999999835,0.22465000000000046,0.19587999999999894,0.3542999999999985,-0.028770000000001517,0.12964999999999804,0.15841999999999956,1.0810000000000013,4.399000000000001,6.913000000000002,3.3179999999999996,5.832000000000001,2.514000000000001
318,N_80_3,1237679254134653533,7.170989377015011e+18,1.479093,22.52798,23.29253,22.20381,22.06717,21.527,,,,,,,,,,,1,8,-0.7645499999999998,0.32416999999999874,0.4608099999999986,1.0009799999999984,1.0887199999999986,1.2253599999999985,1.7655299999999983,0.13663999999999987,0.6768099999999997,0.5401699999999998,,,,,,
319,N_39_3,1237679253597782335,7.170991850916174e+18,1.413858,20.67563,20.94137,20.65865,20.6226,20.48933,,,,,,,,,,,1,8,-0.2657399999999974,0.016980000000000217,0.05303000000000324,0.1863000000000028,0.28271999999999764,0.31877000000000066,0.4520400000000002,0.036050000000003024,0.16932000000000258,0.13326999999999956,,,,,,
320,N_80_30,1237679254134653068,7.170992675549895e+18,0.5719246,19.90957,19.53695,19.32649,19.09225,18.93664,14.658,13.72,11.127,9.21,,,,,,,1,8,0.37261999999999773,0.5830799999999989,0.8173199999999987,0.9729299999999981,0.2104600000000012,0.444700000000001,0.6003100000000003,0.23423999999999978,0.38984999999999914,0.15560999999999936,0.9379999999999988,3.530999999999999,5.447999999999999,2.593,4.51,1.9169999999999998
321,N_81_23,1237679254134588093,7.170993500183615e+18,0.6457548,22.1413,21.29917,20.67007,20.57428,20.26116,16.27,15.907,12.87,9.089,0.4157678836285055,,,,0.03330711368765727,7.638575279850067,1,8,0.8421300000000009,1.471230000000002,1.5670199999999994,1.8801400000000008,0.6291000000000011,0.7248899999999985,1.0380099999999999,0.09578999999999738,0.4089099999999988,0.3131200000000014,0.36299999999999955,3.4000000000000004,7.180999999999999,3.037000000000001,6.818,3.780999999999999
322,N_89_21,1237679323934883884,7.170994324817336e+18,0.7511656,22.9959,21.48644,22.11369,21.82834,21.21247,16.388,15.753,12.653,9.366,,,,,,,1,8,1.5094599999999971,0.8822100000000006,1.1675599999999982,1.7834299999999992,-0.6272499999999965,-0.341899999999999,0.27397000000000205,0.28534999999999755,0.9012199999999986,0.615870000000001,0.6350000000000016,3.735000000000001,7.022000000000002,3.0999999999999996,6.3870000000000005,3.287000000000001
323,N_93_9,1237679255208395040,7.170997898230127e+18,1.389839,20.26962,20.13681,19.8581,19.79972,19.72573,16.579,15.488,12.76,8.82,,,,,,,1,8,0.1328099999999992,0.41151999999999944,0.4698999999999991,0.5438900000000011,0.27871000000000024,0.3370899999999999,0.4110800000000019,0.058379999999999654,0.13237000000000165,0.073990000000002,1.091000000000001,3.819000000000001,7.759,2.7279999999999998,6.667999999999999,3.9399999999999995
324,N_85_4,1237679323398013411,7.170999272619661e+18,2.648162,21.88521,20.53495,20.3539,20.44485,20.13174,16.942,15.913,12.42,8.998,,,,,,,1,8,1.3502600000000022,1.5313100000000013,1.4403600000000019,1.75347,0.18104999999999905,0.09009999999999962,0.40320999999999785,-0.09094999999999942,0.2221599999999988,0.3131099999999982,1.029,4.522,7.944000000000001,3.4930000000000003,6.915000000000001,3.4220000000000006
325,N_89_3,1237679254671589601,7.171000097253382e+18,1.505678,20.66802,20.47304,20.17048,20.05243,20.15114,16.921,15.911,12.184,9.018,,,,,,,1,8,0.1949799999999975,0.4975399999999972,0.6155899999999974,0.5168799999999969,0.3025599999999997,0.42060999999999993,0.3218999999999994,0.11805000000000021,0.01933999999999969,-0.09871000000000052,1.0099999999999998,4.737,7.902999999999999,3.7270000000000003,6.892999999999999,3.1659999999999986
